Unique ID,CG Number,E01,E12,E14,E15,E16,E17,E18,E20,A82,A84,A95,A131,A186,A377,A384,A398,avg_E,avg_A,log2FC,submitted_id,FBgn_ID
INC101H12,CG1380,1.74853,1.39803,1.20314,1.26905,1.34213,1.27442,1.90912,1.11586,1.38613,1.72619,1.24748,1.574,1,1.55404,1.29743,1.2184,1.407535,1.37545875,-0.033257923,CG1380,FBgn0028560
INC116D03,CG13807,1,1.32761,1.30998,1.50366,1.64564,1.33378,1.51648,1.19824,1.75895,1.63677,2.41386,1.98525,1.11835,2.35961,2.19986,1.23636,1.35442375,1.83862625,0.440949067,CG13807,FBgn0035323
INC116E04,CG13830,1.46046,1.40076,2.56752,1.96692,2.05081,1.80066,1.28466,1.43221,1.75528,2.02733,1,1.08086,1.54913,1.36218,1.51664,1.55775,1.7455,1.48114625,-0.236926256,CG13830,FBgn0039054
INC034C12,CG13845,1.66775,1.45454,1.47126,1.75562,1.61056,2.13968,1.89712,1.61952,1.54613,1.79111,1.36588,1,1.73719,1.42734,1.91774,1.60867,1.70200625,1.5492575,-0.135659382,CG13845,FBgn0085405
INC095C06,CG13847,1.37594,1.28092,1.41461,1.34858,1.59294,1.46722,1.48175,1.32421,1.36654,1.49282,1,1.26387,1.06544,1.18369,1.41897,1.43781,1.41077125,1.2786425,-0.141871128,CG13847,FBgn0038967
INC025A01,CG1386,1.35472,1.6493,2.59801,1.56137,1.65382,1.9917,1.61125,2.14931,1.77899,1,1.97301,1.07209,1.62309,1.59235,1.27776,1.06655,1.821185,1.42298,-0.355962097,CG1386,FBgn0026268
INC082C07,CG13868,1.60519,1.59287,1.24264,1.11728,1.36154,1.17317,1.08117,1.13568,1.00826,1.20486,1.23097,1.17356,1.29467,1,1.13888,1.29236,1.2886925,1.167945,-0.14193572,CG13868,FBgn0034501
INC096B09,CG13872,1.78137,1.88829,1.93642,1.85146,1.2582,1.0455,1.42004,1.47896,1.66338,1.07273,2.29241,1.9558,1.40593,1.47876,1,1.10715,1.58253,1.49702,-0.080139353,CG13872,FBgn0034477
INC121H08,CG13873,1.30011,1.17545,1,1.30677,1.67658,1.35766,1.31872,1.03229,1.18788,1.488,1.03945,1.06243,1.79989,1.86334,1.39528,1.28113,1.2709475,1.389675,0.128843086,CG13873,FBgn0034474
INC099E06,CG13887,1.42715,1.4172,1.38723,1,1.06005,1.18882,1.26435,1.28899,1.30446,1.49588,1.23841,1.39669,1.52499,1.18567,1.48769,1.37165,1.25422375,1.37568,0.133350177,CG13887,FBgn0035165
INC024B07,CG13891,1.18267,1.07787,1.06652,1.29776,1.10347,1.03594,1.15966,1.08253,1.4309,1.04393,1.51089,1.10009,1.23301,1,1.04797,1.27633,1.1258025,1.20539,0.098546244,CG13891,FBgn0035139
INC054H04,CG13893,1.31822,1.16234,1.39775,1.13577,1.30657,1.07868,1.09466,1,1.18976,1.34025,1.02642,1.30113,1.19159,1.16366,1.26744,1.34623,1.18674875,1.22831,0.049660183,CG13893,FBgn0035146
INC099F03,CG13894,1.47246,1.30003,1.44318,1.37994,1.32406,1.37517,1.48377,1.64236,1.12426,1.18803,1,1.4376,1.2115,1.31255,1.32192,1.16238,1.42762125,1.21978,-0.226992315,CG13894,FBgn0035157
INC099F10,CG13898,1.24558,1.33876,1.48049,1.34016,1.35578,1.13523,1.31825,1,1.5235,1.18791,2.06527,1.26198,1.53999,1.4846,1.21667,1.15161,1.27678125,1.42894125,0.162435232,CG13898,FBgn0035161
INC099F12,CG13901,1.52486,1.33763,1.76469,1.87006,1.36849,1.17854,1.27221,1.53818,1.15773,1.05076,1.72253,1.18638,1.89462,1,1.3041,1.16488,1.4818325,1.310125,-0.177677914,CG13901,FBgn0035164
INC055F12,CG13905,1,1.39519,2.17524,1.8613,1.62317,1.41014,1.36401,1.45137,2.10551,1.74944,1.48724,1.81681,1.65507,1.24807,1.92796,2.03531,1.5350525,1.75317625,0.191683042,CG13905,FBgn0035176
INC088F10,CG13907,1.14885,1.25579,1.06853,1,1.3062,1.09798,1.14825,1.2461,1.03185,1.58305,1.05222,1.19207,1.00108,1.19426,1.23639,1.20975,1.1589625,1.18758375,0.035195371,CG13907,FBgn0035173
INC099H02,CG13908,1.15114,1.03132,1.18259,1.25147,1.15344,1.33852,1.12986,1.18594,1.31779,1.32104,1,1.26801,1.38342,1.42329,1.37423,1.28033,1.178035,1.29601375,0.137698622,CG13908,FBgn0264574
INC100A08,CG13917,1.46657,1.36895,1.47233,1.41781,1.49964,1.28986,1.42045,1.2909,1.64436,1.53902,1.51922,1,1.19464,1.40264,1.5888,1.14665,1.40331375,1.37941625,-0.024779732,CG13917,FBgn0035237
INC056H05,CG13920,1,1.34878,2.26007,3.36464,1.22524,1.30822,1.31826,1.19517,1.72435,1.34848,1.55768,2.65689,1.54704,1.82459,1.61569,2.06203,1.6275475,1.79209375,0.138946462,CG13920,FBgn0025712
INC057A11,CG13923,1.11357,1.06511,1.09834,1.16029,1.16798,1.08017,1.07602,1.19318,1.07075,1.08698,1.00611,1.14956,1.13983,1.07821,1.12561,1,1.1193325,1.08213125,-0.048763163,CG13923,FBgn0261562
INC100D10,CG13937,1.57112,2.02603,1,1.51988,2.25355,1.88579,2.54959,2.32963,2.0869,1.08616,1.11387,3.21947,1.49846,3.95427,2.00452,3.00441,1.89194875,2.2460075,0.247489736,CG13937,FBgn0035287
INC105A03,CG1394,1.00388,1.15728,1.2924,1.23823,1.14888,1.0036,1.18312,1.98123,1.36191,1.35781,2.28733,1.18164,1.55435,1,1.13163,1.10339,1.2510775,1.3722575,0.133380062,CG1394,FBgn0030277
INC037C04,CG13942,1.35985,1.23284,1.36414,1.14757,1.0332,1.33598,1.29188,1.7097,1.38511,1.16166,1.46798,1.5185,1.17913,1.16086,1,1.04527,1.309395,1.23981375,-0.078776966,CG13942,FBgn0085408
INC123G08,CG13946,1.21496,1.14787,1.27802,1.20913,1.21191,1.12693,2.04896,1,1.79567,1.38066,2.09472,1.15867,1.48931,1.2477,1.11832,1.76357,1.2797225,1.5060775,0.234965006,CG13946,FBgn0040725
INC153D11,CG13947,2.45124,3.65494,3.0681,3.90824,3.87481,1.80933,33.41614,1,3.91952,10.47113,10.56475,4.66894,2.30754,2.1038,1.53414,8.09807,6.64785,5.45848625,-0.284386912,CG13947,FBgn0031277
INC025B10,CG13957,2.16297,1.63565,2.0022,1.64712,1.44057,1.55167,1.35412,1.81129,1.85355,2.13717,2.15591,2.02797,1.71862,1,1.67176,1.88658,1.70069875,1.806445,0.087025716,CG13957,FBgn0030739
INC103A05,CG13978,1.37618,1.16869,1.47116,1.53468,1.49661,1.5192,1.25047,1.15923,1.1508,1.80582,2.29602,1.3197,1.57122,1.18318,1,1.01334,1.3720275,1.41751,0.047049515,CG13978,FBgn0039518
INC095B09,CG14006,1.29945,1.65644,1.23561,1.66084,1.33401,1.18269,2.02092,1.64941,2.09703,1,2.13377,2.10195,1.24805,2.15044,1.41976,1.60307,1.50492125,1.71925875,0.192098693,CG14006,FBgn0031733
INC025D12,CG14011,1.19394,1.34823,1.41218,1.33441,1.36907,1.33169,1.53087,1,1.08743,1.16816,1.50691,1.24646,1.10427,1.41542,1.11614,1.01942,1.31504875,1.20802625,-0.122464478,CG14011,FBgn0031722
INC145A04,CG14022,2.83595,2.37243,2.15659,1.83692,1.93227,2.43589,1.34241,1,1.6407,1.32364,1.69311,1.3048,1.72032,1.16527,1.90918,1.66313,1.9890575,1.55251875,-0.35747429,CG14022,FBgn0031700
INC038H09,CG14023,1.37899,1.12639,1.40963,1.29994,1.26633,1.2612,1.24843,1.47188,1.30316,1.09413,1,1.25551,1.05242,1.18144,1.24605,1.05206,1.30784875,1.14809625,-0.187952111,CG14023,FBgn0031698
INC103H10,CG14029,1.91696,1.38622,1,1.20662,1.30834,1.42774,1.51111,1.29423,1.1775,1.75972,1.35292,1.56882,1.56849,1.27468,1.32673,1.03772,1.3814025,1.3833225,0.002003798,CG14029,FBgn0016076
INC025F11,CG14035,1.55999,1,1.67161,1.30427,1.18006,1.58611,1.5201,1.82036,2.18672,1.42353,1.03358,1.72746,1.7718,1.69102,1.89419,1.71214,1.4553125,1.680055,0.207179486,CG14035,FBgn0261836
INC039B02,CG14039,1.0359,1.05585,1.12385,1.05143,1.2665,1.22278,1.22914,1.03359,1.22698,1,1.14495,1.15528,1.20161,1.179,1.16006,1.04772,1.12738,1.13945,0.01536374,CG14039,FBgn0028572
INC098B01,CG1404,1.22103,1.40002,1.35049,1.18319,1.12161,1.18394,1.1983,1.37957,1.31286,1.44,1.71886,1.18423,1.30253,1.13603,1.0874,1,1.25476875,1.27273875,0.020514809,CG1404,FBgn0020255
INC040D03,CG14043,1.3985,1.39396,1.48083,1.29837,1.45418,1.26209,1.52887,1.23581,1.1633,1.05815,1.04291,1.18686,1.19062,1.11486,1,1.33344,1.38157625,1.1362675,-0.282012674,CG14043,FBgn0031659
INC005B03,CG14047,1,1.87149,3.55476,2.17857,1.89207,2.29773,1.37681,1.04386,1.63267,2.49805,1.62427,1.63163,2.2029,1.78908,1.92296,2.22456,1.90191125,1.940765,0.029175512,CG14047,FBgn0264598
INC040F03,CG14061,1.19715,1.04041,1.10364,1.09621,1.40851,1.43918,1.34135,1.10647,1.08505,1.16259,1.10322,1,1.68496,1.20764,1.32987,1.21826,1.216615,1.22394875,0.008670453,CG14061,FBgn0039598
INC040F12,CG14066,1.64509,1.2258,1.39409,2.30115,1.80948,1.51751,1.558,1.32895,1.47233,1.17511,2.0393,1.46373,1.46882,1,1.18592,1.225,1.59750875,1.37877625,-0.21243548,CG14066,FBgn0261618
INC132D05,CG14072,1.45327,1.12052,1,1.25611,1.24564,1.37943,1.17598,1.05111,1.20309,1.61426,1.93815,1.27421,1.62423,1.01016,1.36071,1.1391,1.2102575,1.39548875,0.205456459,CG14072,FBgn0032318
INC122F10,CG14077,1.11395,1.02658,1,1.15178,1.23762,1.24074,2.07841,1.51361,1.58055,1.34619,1.26385,1.73469,1.15443,1.7712,1.06903,1.47907,1.29533625,1.42487625,0.137509978,CG14077,FBgn0036830
INC106E10,CG14084,1.49868,2.02645,1.93422,1.57026,1.8335,2.00176,1.52626,1,1.24584,1.68473,1.15988,1.39623,1.71051,1.79971,2.07096,2.19984,1.67389125,1.6584625,-0.01335941,CG14084,FBgn0260857
INC041B12,CG14087,1.08665,1.0307,1.1692,1.2116,1.24641,1.13339,1.12244,1.16397,1.07213,1.09754,1.03388,1.12527,1,1.15532,1.15456,1.06024,1.145545,1.0873675,-0.075194519,CG14087,FBgn0036868
INC154G12,CG14089,1.45557,1.23876,1.53094,1.02851,1.31229,1.41644,1,1.15798,1.07456,1.40096,1.34216,1.05676,1.30308,1.15252,1.33895,1.31951,1.26756125,1.2485625,-0.021787421,CG14089,FBgn0036861
INC002G01,CG14098,1.28961,1.23906,1.39163,1.65256,1.22932,1.19733,1.24794,1,1.47035,1.14636,1.59357,1.3832,1.34868,1.31691,1.31783,1.17885,1.28093125,1.34446875,0.069843177,CG14098,FBgn0260461
INC002G06,CG14101,1.52354,1,1.17482,2.04473,1.67575,1.3348,1.55841,1.25369,1.43049,1.39629,2.17385,1.16374,1.23953,1.19997,1.31086,1.49608,1.4457175,1.42635125,-0.01945637,CG14101,FBgn0036905
INC004E12,CG14109,1.17621,1.55246,1.80624,1.09479,1.10638,1.17559,1.52117,1.33644,3.06834,1.67862,3.59238,1,2.48831,1.38521,1.70009,2.43698,1.34616,2.16874125,0.688008043,CG14109,FBgn0036364
INC004F02,CG14110,1.35761,1.65358,1.44476,1.26755,1.51521,1.35856,1.21593,1.1668,1.20516,1,1.01742,1.07956,1.44881,1.18267,1.01307,1.27981,1.3725,1.1533125,-0.251022673,CG14110,FBgn0036352
INC004F07,CG14113,1,1.0343,1.2717,1.39463,1.13426,1.28472,1.65764,1.04483,1.3438,1.0623,1.54262,1.15281,1.34527,1.13,1.3282,1.53701,1.22776,1.30525125,0.088298967,CG14113,FBgn0040814
INC043F09,CG14125,1.34338,1,1.48034,1.31743,1.61025,2.35512,1.46684,1.24321,1.59306,1.30507,1.42013,1.24696,2.63349,1.08854,1.66567,2.00823,1.47707125,1.62014375,0.133382405,CG14125,FBgn0036232
INC009C02,CG14129,1.18397,1.54206,1.82121,1.19011,1.12405,1.85201,1.20419,1.5364,1.3511,1,1.36025,1.27157,1.1847,1.45964,1.22224,1.09385,1.43175,1.24291875,-0.204047613,CG14129,FBgn0266100
INC007H12,CG14142,1.64561,1.43855,1.34908,1.28175,1.02255,1.05244,1.18522,1.59194,1,1.37277,1.19345,1.15948,1.15768,1.4007,1.03938,1.04848,1.3208925,1.1714925,-0.173165341,CG14142,FBgn0036143
INC107B03,CG14148,1.22037,1.07489,1.14942,1.1891,1.21983,1.25256,1.25774,1.41908,1.09355,1.27437,1,1.23262,1.14025,1.33909,1.22637,1.27524,1.22287375,1.19768625,-0.030025443,CG14148,FBgn0040821
INC051G07,CG1416,1.5018,1.34869,1,1.20565,1.32487,1.39485,1.30464,1.10953,1.11608,1.32122,1.07417,1.16585,1.48455,1.05088,1.41018,1.41243,1.27375375,1.25442,-0.022065927,CG1416,FBgn0032961
INC008B07,CG14160,1,1.61634,1.53686,1.30566,1.64798,1.83141,1.64901,1.46166,1.74546,1.47315,2.2074,1.79301,2.3456,1.45607,1.76059,1.74738,1.506115,1.8160825,0.26999781,CG14160,FBgn0036066
INC156B12,CG14164,1.41636,1.38679,1.29241,1.21642,1.28262,1.51313,1.42534,1.33623,1.29898,1.20147,1,1.32389,1.19326,1.17143,1.25228,1.32769,1.3586625,1.221125,-0.153976238,CG14164,FBgn0036057
INC028D02,CG14174,1.02642,1.24024,1.46969,1.52303,1.32229,1.67387,1.55007,1.28057,1.25761,1,1.31011,1.25492,1.6467,1.35937,2.48164,1.77835,1.3857725,1.5110875,0.124896771,CG14174,FBgn0036036
INC008D05,CG14179,4.48216,2.00839,1.88331,1.2597,1.10703,1.27687,3.81827,2.22528,3.34314,2.14179,1.93809,1,1.25425,1.08704,3.52086,2.78598,2.25762625,2.13389375,-0.081318324,CG14179,FBgn0035994
INC044G02,CG14180,1.07422,1.17597,1.16917,1.07038,1.11066,1.12912,1.15234,1.16833,1.0748,1.1908,1,1.21186,1.02509,1.13662,1.18184,1.25183,1.13127375,1.134105,0.003606136,CG14180,FBgn0266101
INC107D02,CG14181,1,1.53993,1.06897,1.19864,1.02239,1.02072,1.11667,1.15325,1.10011,1.2045,1.28103,1.18325,1.23601,1.6953,1.50741,1.36125,1.14007125,1.3211075,0.212623875,CG14181,FBgn0035965
INC044G07,CG14183,1.12839,1.20217,1.35393,1.31773,1.4626,1.28588,1.38928,1.08222,1.58031,1,1.63497,1.1105,1.40276,1.46017,1.50942,1.57106,1.277775,1.40864875,0.140678099,CG14183,FBgn0036931
INC133F02,CG14184,1.13419,1.57094,1.6059,1.46652,1.43078,1.4242,1.58041,1,1.88036,1.35357,1.4078,2.22236,2.1293,2.02175,1.69014,1.51376,1.4016175,1.77738,0.342659466,CG14184,FBgn0036932
INC008D06,CG14186,1.09697,1.36799,1,1.30272,1.33867,1.34564,1.71093,1.05113,2.06401,2.25532,2.83945,2.12918,1.12924,2.51544,1.71575,1.61032,1.27675625,2.03233875,0.670657769,CG14186,FBgn0036935
INC134A04,CG14189,1.5836,2.68437,3.01938,3.19683,2.71519,2.76334,2.46821,1.59826,1,1.74764,1.57186,3.23682,2.26525,2.62732,1.49457,5.75283,2.5036475,2.46203625,-0.024179449,CG14189,FBgn0085358
INC010H06,CG14191,1.00666,1.02395,1.32702,1.14621,1.13909,1.21397,1.24442,1.10208,1.12667,1,1.48525,1.42151,1.27174,1.6189,1.13277,1.24902,1.150425,1.2882325,0.163226062,CG14191,FBgn0030981
INC029F07,CG14194,1.45308,1.60313,1.6128,1.48675,1.40296,1.38685,1.33715,1.67099,1,1.37074,1.76466,1.13785,1.1796,1.37504,1.34504,1.41441,1.49421375,1.3234175,-0.175118281,CG14194,FBgn0030996
INC048B07,CG14196,1.59632,1.22724,1,1.2458,1.19604,1.19174,1.24574,1.45436,1.08276,2.60369,1.18424,1.15913,1.03137,1.38649,1.50679,1.39367,1.269655,1.4185175,0.159947418,CG14196,FBgn0031002
INC009G03,CG14200,2.35656,1,1.59661,2.03304,1.83578,2.20586,2.88517,3.3472,2.38221,1.08976,1.92054,2.25143,2.35817,2.06481,1.70786,1.49983,2.1575275,1.90932625,-0.176315309,CG14200,FBgn0031023
INC158C06,CG14205,1.00738,1.13565,1.08798,1.1246,1.11577,1.05155,1.12465,1.04022,1.12016,1.12215,1.29437,1,1.22914,1.19727,1.11373,1.20511,1.085975,1.16024125,0.095433926,CG14205,FBgn0031034
INC108A08,CG14206,1.00453,1.04909,1.03909,1.00694,1.13651,1.07121,1.10813,1.17335,1.25384,1.13887,1.33713,1.06091,1.09759,1.10638,1,1.22376,1.07360625,1.15231,0.102063914,CG14206,FBgn0285947
INC109F01,CG14207,1.18961,1.62469,1.31974,1.20231,1.36357,1.28977,1,1.04603,1.49754,1.29417,1.54349,1.12415,1.28694,1.19624,1.15038,1.44197,1.254465,1.31686,0.070029756,CG14207,FBgn0031037
INC042H01,CG1421,1,1.44372,1.03393,1.70449,1.72369,1.18093,1.30292,1.48877,1.15267,1.71507,1.49199,1.60408,1.51903,1.28974,1.58959,1.10097,1.35980625,1.4328925,0.075529272,CG1421,FBgn0032966
INC008D08,CG14213,1.13793,1.02346,1,1.28961,1.20481,1.1169,1.16255,1.19532,1.05878,1.17453,1.17089,1.29859,1.08413,1.3159,1.28009,1.03397,1.1413225,1.17711,0.044542638,CG14213,FBgn0031047
INC010A03,CG14214,1,1.27905,1.38051,1.48571,1.17882,1.11357,1.26392,1.26895,1.37491,1.28758,1.31714,1.19637,1.3427,1.23684,1.38143,1.23334,1.24631625,1.29628875,0.056716921,CG14214,FBgn0031049
INC048F02,CG14217,1.07893,1.24399,1.14718,1.06283,1.73601,1.36016,1.21415,1.24386,1.21367,1.20993,1.3806,1.16453,1.33971,1,1.32201,1.4278,1.26088875,1.25728125,-0.004133578,CG14217,FBgn0031030
INC008E01,CG14218,1.09123,1.13305,1.21716,1.06771,1.28199,1.34244,1.17577,1.33001,1.47078,1,1.63602,1.32764,1.34064,1.32947,1.2459,1.33023,1.20492,1.335085,0.147994233,CG14218,FBgn0031031
INC010B02,CG14224,1.66042,1.4688,1.49619,1.61297,1.77921,1.81916,1.68633,1.7133,1.33544,1.28221,1,1.29889,1.1669,1.54687,1.37387,1.40449,1.6545475,1.30108375,-0.34672288,CG14224,FBgn0031057
INC011G05,CG14228,1.01643,1.39615,1.47628,1.36483,1.49589,1.13262,1.11911,1.44189,1.85234,1.48132,1.42045,1.84886,1.20269,1.41375,1.14884,1,1.3054,1.42103125,0.122446337,CG14228,FBgn0086384
INC008E12,CG14232,1.96633,2.18875,1.91854,1.3725,1.66189,1.43768,1.42935,1.88464,1.2907,1.92239,2.19021,1,1.6445,1.04998,1.7546,1.53873,1.73246,1.54888875,-0.161588518,CG14232,FBgn0031061
INC108C02,CG14237,1.11222,1.63558,1.75118,1.29751,1.53304,1.51782,1.22312,1.23276,1.26208,1.08604,1.402,1.22452,1.68651,1,1.11691,1.40509,1.41290375,1.27289375,-0.150551189,CG14237,FBgn0039428
INC134D11,CG14249,1.21172,1,1.00535,1.13943,1.09318,1.18326,1.24037,1.3702,1.21285,1.17098,1.30732,1.19197,1.15579,1.21865,1.15456,1.01529,1.15543875,1.17842625,0.028420688,CG14249,FBgn0250908
INC120C01,CG14259,1,2.27683,4.31292,3.39666,4.40632,1.88818,3.99212,3.6982,2.51217,1.46947,2.34113,2.55747,2.85546,2.31082,2.49635,3.92446,3.12140375,2.55841625,-0.286943973,CG14259,FBgn0039483
INC008H01,CG14260,1.33807,1.38109,1,1.00888,2.00352,1.70327,1.67402,1.3666,1.6054,1.93549,1.80468,1.97534,1.6418,1.59029,1.73321,2.10831,1.43443125,1.799315,0.326968953,CG14260,FBgn0039504
INC010E09,CG14262,1.29428,1.48273,1.46741,2.38351,2.31914,1.49269,1.49483,1,1.81274,1.67056,1.18572,1.83244,1.5193,1.62631,1.32485,1.66853,1.61682375,1.58005625,-0.0331865,CG14262,FBgn0039503
INC008H05,CG14264,1.42588,1.27497,1.36762,1.34359,1.31347,1.40743,1.31431,1.39723,1.17213,1.17093,1,1.26812,1.18998,1.25693,1.28877,1.11192,1.3555625,1.1823475,-0.197237516,CG14264,FBgn0260487
INC010F06,CG14269,1.05284,1.06044,1.29688,1.08294,1.21524,1.32651,1.41233,1,1.27995,1.28077,1.3481,1.3283,1.43833,1.62532,1.18779,1.23922,1.1808975,1.3409725,0.183395905,CG14269,FBgn0029658
INC012B10,CG14270,1.02358,1,1.2208,1.23874,1.20753,1.1659,1.32301,1.43957,1.62786,1.02277,1.40437,1.22933,1.28206,1.32369,1.32445,1.49431,1.20239125,1.338605,0.154823893,CG14270,FBgn0029665
INC108H09,CG14275,1,1.7809,2.17294,1.61435,1.8824,1.69436,1.40678,1.70602,2.37854,1.55855,2.39248,1.22626,2.24504,1.39797,1.54001,2.20892,1.65721875,1.86847125,0.173094317,CG14275,FBgn0032022
INC031H11,CG14282,1.36073,1.64852,1.30108,1.59256,1.35015,1.47808,1.27572,1.29341,1.92365,1,1.86164,1.39757,1.48843,1.22846,1.52312,1.36525,1.41253125,1.473515,0.060978962,CG14282,FBgn0038685
INC052H12,CG14286,1.62777,1,2.03767,2.46916,1.81888,1.15143,2.70451,1.5791,2.76239,3.50855,1.75248,2.20287,1.42091,1.39083,1.45986,2.19779,1.798565,2.08696,0.21455665,CG14286,FBgn0038673
INC032B07,CG14299,1.60865,1.44734,1.33446,1.24315,1.54974,1.70732,1.76418,1.47174,1.35308,1.42982,1,1.55836,1.32373,1.54575,1.69077,1.67533,1.5158225,1.447105,-0.066931221,CG14299,FBgn0038651
INC053F04,CG14314,1.56649,1.33602,1.16862,1.68373,1,1.08189,1.37953,1.41825,1.51882,1.75094,1.87447,2.2116,1.16434,1.35858,1.724,1.06456,1.32931625,1.58341375,0.252353916,CG14314,FBgn0038581
INC032D07,CG14315,1.17451,1,1.04515,1.02828,1.07756,1.29558,1.45238,1.24231,1.39654,1.27046,1.30262,1.18475,1.26069,1.19439,1.203,1.11333,1.16447125,1.2407225,0.091505458,CG14315,FBgn0038568
INC053F12,CG14316,1.08262,1.08453,1.22913,1.18779,1.13939,1.17973,1.28218,1,1.23005,1.47811,1.09714,1.04389,1.20885,1.11135,1.161,1.19734,1.14817125,1.19096625,0.052794694,CG14316,FBgn0038567
INC032E03,CG14322,1.20841,1.11321,1.48547,1.23169,1.17055,1.44862,1.06268,1.29642,1.09273,1.049,1,1.2497,1.48235,1.06051,1.27422,1.26236,1.25213125,1.18385875,-0.080888837,CG14322,FBgn0038532
INC124D12,CG14326,1.34581,1.3685,1,1.26467,1.51505,1.59654,1.90577,1.50642,1.63925,1.50041,1.1242,1.41473,1.35214,2.20107,1.58928,1.24472,1.437845,1.508225,0.068943507,CG14326,FBgn0038528
INC054B11,CG14339,1.25585,1.31264,1.41973,1.41424,1.2535,1.10983,1,1.25045,1.59806,1.51473,1.28716,1.39672,1.22635,1.01245,1.17688,1.31949,1.25203,1.31648,0.072416473,CG14339,FBgn0031301
INC032F09,CG14341,1.10285,1.15708,1.26055,1.41493,1.59638,1.52409,1.52674,1.46986,1.47746,1.06236,1.13588,1.48713,1.1616,1.63283,1,1.26445,1.38156,1.27771375,-0.112733557,CG14341,FBgn0031315
INC010B08,CG14346,1,1.77193,1.74923,1.40235,1.34462,1.47189,1.57892,1.79028,2.09049,1.38147,1.86511,1.3859,1.60805,1.36603,1.48367,1.6955,1.5136525,1.6095275,0.088603193,CG14346,FBgn0031337
INC054D05,CG14351,1.22926,1.12841,1,1.00542,1.04872,1.14561,1.21154,1.26105,1.24647,1.15029,1.13796,1.1294,1.22439,1.15099,1.17299,1.18208,1.12875125,1.17432125,0.057099544,CG14351,FBgn0261509
INC010C03,CG14354,1.65176,1.09436,1.28421,1.67667,1.37554,1.53791,1.74704,1.97217,2.2738,1.96134,1.60377,2.18989,1.42927,2.01042,1.28896,1,1.5424575,1.71968125,0.156910442,CG14354,FBgn0039376
INC054E08,CG14355,1.36907,1.37694,1.30064,1.31045,1.29815,1.28163,1.29377,1.02163,1.32151,1.36382,1.50512,1.35263,1.23004,1.21598,1.14598,1,1.281535,1.266885,-0.016587309,CG14355,FBgn0038208
INC142C10,CG14375,1,3.32077,4.33507,3.06607,3.17555,3.81786,2.25441,1.78503,1.71795,1.72652,1.44373,1.29559,2.55841,1.44005,2.89309,4.12326,2.844345,2.149825,-0.403877238,CG14375,FBgn0038147
INC033G10,CG14402,1.17691,1.15137,1.34497,1.13623,1.10496,1.26347,1.04233,1.36959,1.60271,1.07147,1.83202,1.28097,1.38677,1.17061,1,1.24197,1.19872875,1.323315,0.142651279,CG14402,FBgn0032894
INC142F03,CG14407,1.14755,1.34445,1.02516,1.0456,1.21627,1,1.54558,1.46171,1.80444,1.20863,1.29101,1.59033,1.18855,1.21317,1.34039,1.46044,1.22329,1.38712,0.181326143,CG14407,FBgn0030584
INC095A04,CG14418,1.41237,1.24274,1.16141,1.28925,1.15317,1.33318,1.38803,1.52982,1.39386,1.18109,1.01382,1.39066,1,1.42489,1.15317,1.18147,1.31374625,1.21737,-0.109918928,CG14418,FBgn0040354
INC119F10,CG14421,1.23914,1.68549,1.62992,1.60943,1.92587,1.75359,1.29901,1.37025,1.31039,1,1.22533,1.73393,1.84031,1.7839,1.70083,1.53134,1.5640875,1.51575375,-0.045285832,CG14421,FBgn0029644
INC034B09,CG14422,1.67413,1.80862,1.89055,1.39969,1.74442,2.05481,1.36667,1.68879,1.63807,1.33328,2.00559,1.20537,1.81179,1,1.22566,1.62248,1.70346,1.48028,-0.202597979,CG14422,FBgn0029645
INC045A06,CG14427,1.58316,1.36757,1.11848,1,1.29901,1.56033,1.31751,1.56644,2.11602,1.69831,1.98138,1.18418,1.53728,1.30731,1.25703,1.01215,1.3515625,1.5117075,0.161550792,CG14427,FBgn0029931
INC123D12,CG1444,1.29044,1.86502,1.43748,1.29749,1.73244,1.45344,1,1.40087,1.70614,1.80723,1.32532,1.46275,1.76822,1.7101,1.77082,1.68543,1.4346475,1.65450125,0.205700079,CG1444,FBgn0029975
INC053A04,CG14441,1.44073,1.2602,1.4506,1.19742,1.22787,1.332,1.29219,1.30627,1.14739,1.09981,1,1.24978,1.05548,1.17276,1.10491,1.05039,1.31341,1.110065,-0.242673188,CG14441,FBgn0029895
INC087A09,CG14442,1.38589,1.22602,1.49863,1.29011,1.38331,1.54587,1.62867,1.38933,1.13488,1.21831,1,1.39485,1.02991,1.97826,1.14428,1.22404,1.41847875,1.26556625,-0.164561506,CG14442,FBgn0029893
INC036C01,CG14446,1.39357,1.2432,1.3023,1.18712,1.17399,1.40921,1.34077,1.4115,1.32652,1.06425,1,1.34779,1.17153,1.2714,1.28413,1.20283,1.3077075,1.20855625,-0.113755262,CG14446,FBgn0262730
INC036D01,CG14448,1.32117,1.31937,1.32894,1.17048,1.25946,1.1559,1.17757,1.01485,1.42915,1.07849,1.75101,1,1.54747,1.13055,1.03988,1.2953,1.2184675,1.28398125,0.075556364,CG14448,FBgn0037191
INC054C07,CG14459,1.09904,1.05828,1.12265,1.17688,1.08791,1.09654,1.17171,1.16798,1.12877,1,1.01382,1.08497,1.0475,1.12901,1.12956,1.08937,1.12262375,1.077875,-0.058684606,CG14459,FBgn0037171
INC009D03,CG1447,1.15507,1.52121,1.37839,1.22916,1.48248,1.73963,1.14392,1.16003,1.27352,1.64913,1.33628,1.09946,1.73738,1,1.03031,1.14135,1.35123625,1.28342875,-0.074276731,CG1447,FBgn0020912
